,T,NT,stimuli,greedy,action,action*,reward,q,epsilon,alpha,chose_big,fixed_action
181,182,2,"[0.325, 0.315]",1,0,1,0.315,"[[0.31  0.616]
 [0.226 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
182,183,1,"[0.405, 0.395]",1,1,0,0.405,"[[0.31  0.616]
 [0.306 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
183,184,2,"[0.095, 0.105]",1,0,1,0.095,"[[0.31  0.426]
 [0.306 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
184,185,1,"[0.355, 0.345]",1,1,0,0.355,"[[0.31  0.426]
 [0.116 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
185,186,2,"[0.055, 0.045]",1,0,1,0.045,"[[0.31  0.362]
 [0.116 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
186,187,1,"[0.395, 0.405]",1,1,0,0.405,"[[0.31  0.362]
 [0.052 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
187,188,2,"[0.105, 0.095]",1,0,1,0.095,"[[0.31  0.401]
 [0.052 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
188,189,1,"[0.405, 0.395]",1,1,0,0.405,"[[0.31  0.401]
 [0.091 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
189,190,2,"[0.095, 0.105]",1,0,1,0.095,"[[0.31  0.405]
 [0.091 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
190,191,1,"[0.605, 0.595]",1,1,0,0.605,"[[0.31  0.405]
 [0.095 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
191,192,2,"[0.295, 0.305]",1,0,1,0.295,"[[0.31  0.585]
 [0.095 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
192,193,1,"[0.545, 0.535]",1,1,0,0.545,"[[0.31  0.585]
 [0.275 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
193,194,2,"[0.245, 0.235]",1,0,1,0.235,"[[0.31  0.549]
 [0.275 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
194,195,1,"[0.515, 0.505]",1,1,0,0.515,"[[0.31  0.549]
 [0.239 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
195,196,2,"[0.205, 0.215]",1,0,1,0.205,"[[0.31  0.518]
 [0.239 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
196,197,1,"[0.475, 0.465]",1,1,0,0.475,"[[0.31  0.518]
 [0.208 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
197,198,2,"[0.175, 0.165]",1,0,1,0.165,"[[0.31  0.479]
 [0.208 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
198,199,1,"[0.685, 0.675]",1,1,0,0.685,"[[0.31  0.479]
 [0.169 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
199,200,2,"[0.375, 0.385]",1,0,1,0.375,"[[0.31  0.664]
 [0.169 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
200,201,1,"[0.565, 0.575]",1,1,0,0.575,"[[0.31  0.664]
 [0.354 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
201,202,2,"[0.265, 0.275]",1,0,1,0.265,"[[0.31  0.584]
 [0.354 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
202,203,1,"[0.615, 0.625]",1,1,0,0.625,"[[0.31  0.584]
 [0.274 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
203,204,2,"[0.325, 0.315]",1,0,1,0.315,"[[0.31  0.621]
 [0.274 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
204,205,1,"[0.545, 0.555]",1,1,0,0.555,"[[0.31  0.621]
 [0.311 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
205,206,2,"[0.255, 0.245]",1,0,1,0.245,"[[0.31  0.562]
 [0.311 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
206,207,1,"[0.605, 0.615]",1,1,0,0.615,"[[0.31  0.562]
 [0.252 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
207,208,2,"[0.315, 0.305]",1,0,1,0.305,"[[0.31  0.61 ]
 [0.252 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
208,209,1,"[0.365, 0.355]",1,1,0,0.365,"[[0.31  0.61 ]
 [0.3   0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
209,210,2,"[0.065, 0.055]",1,0,1,0.055,"[[0.31  0.389]
 [0.3   0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
210,211,1,"[0.615, 0.605]",1,1,0,0.615,"[[0.31  0.389]
 [0.079 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
211,212,2,"[0.315, 0.305]",1,0,1,0.305,"[[0.31  0.592]
 [0.079 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
212,213,1,"[0.515, 0.505]",1,1,0,0.515,"[[0.31  0.592]
 [0.282 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
213,214,2,"[0.205, 0.215]",1,0,1,0.205,"[[0.31  0.523]
 [0.282 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
214,215,1,"[0.395, 0.385]",1,1,0,0.395,"[[0.31  0.523]
 [0.213 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
215,216,2,"[0.085, 0.095]",1,0,1,0.085,"[[0.31  0.408]
 [0.213 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
216,217,1,"[0.465, 0.455]",1,1,0,0.465,"[[0.31  0.408]
 [0.098 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
217,218,2,"[0.165, 0.155]",1,0,1,0.155,"[[0.31  0.459]
 [0.098 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
218,219,1,"[0.615, 0.605]",1,1,0,0.615,"[[0.31  0.459]
 [0.149 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
219,220,2,"[0.315, 0.305]",1,0,1,0.305,"[[0.31  0.599]
 [0.149 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
220,221,1,"[0.355, 0.345]",1,1,0,0.355,"[[0.31  0.599]
 [0.289 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
221,222,2,"[0.045, 0.055]",1,0,1,0.045,"[[0.31  0.379]
 [0.289 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
222,223,1,"[0.425, 0.435]",1,1,0,0.435,"[[0.31  0.379]
 [0.069 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
223,224,2,"[0.135, 0.125]",1,0,1,0.125,"[[0.31  0.429]
 [0.069 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
224,225,1,"[0.575, 0.565]",1,1,0,0.575,"[[0.31  0.429]
 [0.119 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
225,226,2,"[0.265, 0.275]",1,0,1,0.265,"[[0.31  0.56 ]
 [0.119 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
226,227,1,"[0.665, 0.655]",1,1,0,0.665,"[[0.31  0.56 ]
 [0.25  0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
227,228,2,"[0.355, 0.365]",1,0,1,0.355,"[[0.31  0.655]
 [0.25  0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
228,229,1,"[0.445, 0.455]",1,1,0,0.455,"[[0.31  0.655]
 [0.345 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
229,230,2,"[0.145, 0.155]",1,0,1,0.145,"[[0.31  0.475]
 [0.345 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
230,231,1,"[0.495, 0.505]",1,1,0,0.505,"[[0.31  0.475]
 [0.165 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
231,232,2,"[0.195, 0.205]",1,0,1,0.195,"[[0.31  0.502]
 [0.165 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
232,233,1,"[0.445, 0.455]",1,1,0,0.455,"[[0.31  0.502]
 [0.192 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
233,234,2,"[0.145, 0.155]",1,0,1,0.145,"[[0.31  0.46 ]
 [0.192 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
234,235,1,"[0.625, 0.635]",1,1,0,0.635,"[[0.31  0.46 ]
 [0.15  0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
235,236,2,"[0.335, 0.325]",1,0,1,0.325,"[[0.31  0.617]
 [0.15  0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
236,237,1,"[0.685, 0.675]",1,1,0,0.685,"[[0.31  0.617]
 [0.307 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
237,238,2,"[0.385, 0.375]",1,0,1,0.375,"[[0.31  0.678]
 [0.307 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
238,239,1,"[0.625, 0.635]",1,1,0,0.635,"[[0.31  0.678]
 [0.368 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
239,240,2,"[0.335, 0.325]",1,0,1,0.325,"[[0.31  0.639]
 [0.368 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
240,241,1,"[0.605, 0.595]",1,1,0,0.605,"[[0.31  0.639]
 [0.329 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
241,242,2,"[0.305, 0.295]",1,0,1,0.295,"[[0.31  0.608]
 [0.329 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
242,243,1,"[0.415, 0.405]",1,1,0,0.415,"[[0.31  0.608]
 [0.298 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
243,244,2,"[0.115, 0.105]",1,0,1,0.105,"[[0.31  0.434]
 [0.298 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
244,245,1,"[0.315, 0.325]",1,1,0,0.325,"[[0.31  0.434]
 [0.124 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
245,246,2,"[0.015, 0.025]",1,0,1,0.015,"[[0.31  0.336]
 [0.124 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,0,0
246,247,1,"[0.475, 0.465]",1,1,0,0.475,"[[0.31  0.336]
 [0.026 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
247,248,2,"[0.175, 0.165]",1,1,1,0.175,"[[0.31  0.461]
 [0.026 0.04 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
248,249,1,"[0.305, 0.315]",1,1,0,0.315,"[[0.31  0.461]
 [0.026 0.161]
 [0.663 0.62 ]]",0.0,0.9,1,0
249,250,2,"[0.005, 0.015]",1,1,1,0.015,"[[0.31  0.33 ]
 [0.026 0.161]
 [0.663 0.62 ]]",0.0,0.9,1,0
250,251,1,"[0.585, 0.575]",1,1,0,0.585,"[[0.31  0.33 ]
 [0.026 0.03 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
251,252,2,"[0.275, 0.285]",1,1,1,0.285,"[[0.31  0.559]
 [0.026 0.03 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
252,253,1,"[0.645, 0.655]",1,1,0,0.655,"[[0.31  0.559]
 [0.026 0.259]
 [0.663 0.62 ]]",0.0,0.9,1,0
253,254,2,"[0.345, 0.355]",1,1,1,0.355,"[[0.31  0.645]
 [0.026 0.259]
 [0.663 0.62 ]]",0.0,0.9,1,0
254,255,1,"[0.665, 0.675]",1,1,0,0.675,"[[0.31  0.645]
 [0.026 0.345]
 [0.663 0.62 ]]",0.0,0.9,1,0
255,256,2,"[0.375, 0.365]",1,1,1,0.375,"[[0.31  0.672]
 [0.026 0.345]
 [0.663 0.62 ]]",0.0,0.9,1,0
256,257,1,"[0.625, 0.635]",1,1,0,0.635,"[[0.31  0.672]
 [0.026 0.372]
 [0.663 0.62 ]]",0.0,0.9,1,0
257,258,2,"[0.335, 0.325]",1,1,1,0.335,"[[0.31  0.639]
 [0.026 0.372]
 [0.663 0.62 ]]",0.0,0.9,1,0
258,259,1,"[0.345, 0.335]",1,1,0,0.345,"[[0.31  0.639]
 [0.026 0.339]
 [0.663 0.62 ]]",0.0,0.9,1,0
259,260,2,"[0.045, 0.035]",1,1,1,0.045,"[[0.31  0.374]
 [0.026 0.339]
 [0.663 0.62 ]]",0.0,0.9,1,0
260,261,1,"[0.535, 0.545]",1,1,0,0.545,"[[0.31  0.374]
 [0.026 0.074]
 [0.663 0.62 ]]",0.0,0.9,1,0
261,262,2,"[0.245, 0.235]",1,1,1,0.245,"[[0.31  0.528]
 [0.026 0.074]
 [0.663 0.62 ]]",0.0,0.9,1,0
262,263,1,"[0.545, 0.555]",1,1,0,0.555,"[[0.31  0.528]
 [0.026 0.228]
 [0.663 0.62 ]]",0.0,0.9,1,0
263,264,2,"[0.255, 0.245]",1,1,1,0.255,"[[0.31  0.552]
 [0.026 0.228]
 [0.663 0.62 ]]",0.0,0.9,1,0
264,265,1,"[0.355, 0.345]",1,1,0,0.355,"[[0.31  0.552]
 [0.026 0.252]
 [0.663 0.62 ]]",0.0,0.9,1,0
265,266,2,"[0.055, 0.045]",1,1,1,0.055,"[[0.31  0.375]
 [0.026 0.252]
 [0.663 0.62 ]]",0.0,0.9,1,0
266,267,1,"[0.605, 0.595]",1,1,0,0.605,"[[0.31  0.375]
 [0.026 0.075]
 [0.663 0.62 ]]",0.0,0.9,1,0
267,268,2,"[0.295, 0.305]",1,1,1,0.305,"[[0.31  0.582]
 [0.026 0.075]
 [0.663 0.62 ]]",0.0,0.9,1,0
268,269,1,"[0.585, 0.595]",1,1,0,0.595,"[[0.31  0.582]
 [0.026 0.282]
 [0.663 0.62 ]]",0.0,0.9,1,0
269,270,2,"[0.285, 0.295]",1,1,1,0.295,"[[0.31  0.594]
 [0.026 0.282]
 [0.663 0.62 ]]",0.0,0.9,1,0
270,271,1,"[0.465, 0.475]",1,1,0,0.475,"[[0.31  0.594]
 [0.026 0.294]
 [0.663 0.62 ]]",0.0,0.9,1,0
271,272,2,"[0.165, 0.175]",1,1,1,0.175,"[[0.31  0.487]
 [0.026 0.294]
 [0.663 0.62 ]]",0.0,0.9,1,0
272,273,1,"[0.505, 0.495]",1,1,0,0.505,"[[0.31  0.487]
 [0.026 0.187]
 [0.663 0.62 ]]",0.0,0.9,1,0
273,274,2,"[0.205, 0.195]",1,1,1,0.205,"[[0.31  0.503]
 [0.026 0.187]
 [0.663 0.62 ]]",0.0,0.9,1,0
274,275,1,"[0.585, 0.595]",1,1,0,0.595,"[[0.31  0.503]
 [0.026 0.203]
 [0.663 0.62 ]]",0.0,0.9,1,0
275,276,2,"[0.295, 0.285]",1,1,1,0.295,"[[0.31  0.586]
 [0.026 0.203]
 [0.663 0.62 ]]",0.0,0.9,1,0
276,277,1,"[0.455, 0.465]",1,1,0,0.465,"[[0.31  0.586]
 [0.026 0.286]
 [0.663 0.62 ]]",0.0,0.9,1,0
277,278,2,"[0.165, 0.155]",1,1,1,0.165,"[[0.31  0.477]
 [0.026 0.286]
 [0.663 0.62 ]]",0.0,0.9,1,0
278,279,1,"[0.625, 0.635]",1,1,0,0.635,"[[0.31  0.477]
 [0.026 0.177]
 [0.663 0.62 ]]",0.0,0.9,1,0
279,280,2,"[0.325, 0.335]",1,1,1,0.335,"[[0.31  0.619]
 [0.026 0.177]
 [0.663 0.62 ]]",0.0,0.9,1,0
280,281,1,"[0.575, 0.585]",1,1,0,0.585,"[[0.31  0.619]
 [0.026 0.319]
 [0.663 0.62 ]]",0.0,0.9,1,0
281,282,2,"[0.275, 0.285]",1,1,1,0.285,"[[0.31  0.588]
 [0.026 0.319]
 [0.663 0.62 ]]",0.0,0.9,1,0
282,283,1,"[0.605, 0.595]",1,1,0,0.605,"[[0.31  0.588]
 [0.026 0.288]
 [0.663 0.62 ]]",0.0,0.9,1,0
283,284,2,"[0.305, 0.295]",1,1,1,0.305,"[[0.31  0.603]
 [0.026 0.288]
 [0.663 0.62 ]]",0.0,0.9,1,0
284,285,1,"[0.655, 0.665]",1,1,0,0.665,"[[0.31  0.603]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
285,286,2,"[0.355, 0.365]",1,1,1,0.365,"[[0.31  0.659]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
286,287,1,"[0.425, 0.415]",1,1,0,0.425,"[[0.31  0.659]
 [0.026 0.359]
 [0.663 0.62 ]]",0.0,0.9,1,0
287,288,2,"[0.125, 0.115]",1,1,1,0.125,"[[0.31  0.448]
 [0.026 0.359]
 [0.663 0.62 ]]",0.0,0.9,1,0
288,289,1,"[0.495, 0.485]",1,1,0,0.495,"[[0.31  0.448]
 [0.026 0.148]
 [0.663 0.62 ]]",0.0,0.9,1,0
289,290,2,"[0.185, 0.195]",1,1,1,0.195,"[[0.31  0.49 ]
 [0.026 0.148]
 [0.663 0.62 ]]",0.0,0.9,1,0
290,291,1,"[0.445, 0.455]",1,1,0,0.455,"[[0.31  0.49 ]
 [0.026 0.19 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
291,292,2,"[0.155, 0.145]",1,1,1,0.155,"[[0.31  0.459]
 [0.026 0.19 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
292,293,1,"[0.365, 0.375]",1,1,0,0.375,"[[0.31  0.459]
 [0.026 0.159]
 [0.663 0.62 ]]",0.0,0.9,1,0
293,294,2,"[0.065, 0.075]",1,1,1,0.075,"[[0.31  0.383]
 [0.026 0.159]
 [0.663 0.62 ]]",0.0,0.9,1,0
294,295,1,"[0.485, 0.495]",1,1,0,0.495,"[[0.31  0.383]
 [0.026 0.083]
 [0.663 0.62 ]]",0.0,0.9,1,0
295,296,2,"[0.185, 0.195]",1,1,1,0.195,"[[0.31  0.484]
 [0.026 0.083]
 [0.663 0.62 ]]",0.0,0.9,1,0
296,297,1,"[0.305, 0.315]",1,1,0,0.315,"[[0.31  0.484]
 [0.026 0.184]
 [0.663 0.62 ]]",0.0,0.9,1,0
297,298,2,"[0.015, 0.005]",1,1,1,0.015,"[[0.31  0.332]
 [0.026 0.184]
 [0.663 0.62 ]]",0.0,0.9,1,0
298,299,1,"[0.335, 0.345]",1,1,0,0.345,"[[0.31  0.332]
 [0.026 0.032]
 [0.663 0.62 ]]",0.0,0.9,1,0
299,300,2,"[0.035, 0.045]",1,1,1,0.045,"[[0.31  0.344]
 [0.026 0.032]
 [0.663 0.62 ]]",0.0,0.9,1,0
300,301,1,"[0.425, 0.415]",1,1,0,0.425,"[[0.31  0.344]
 [0.026 0.044]
 [0.663 0.62 ]]",0.0,0.9,1,0
301,302,2,"[0.125, 0.115]",1,1,1,0.125,"[[0.31  0.417]
 [0.026 0.044]
 [0.663 0.62 ]]",0.0,0.9,1,0
302,303,1,"[0.525, 0.535]",1,1,0,0.535,"[[0.31  0.417]
 [0.026 0.117]
 [0.663 0.62 ]]",0.0,0.9,1,0
303,304,2,"[0.235, 0.225]",1,1,1,0.235,"[[0.31  0.523]
 [0.026 0.117]
 [0.663 0.62 ]]",0.0,0.9,1,0
304,305,1,"[0.535, 0.545]",1,1,0,0.545,"[[0.31  0.523]
 [0.026 0.223]
 [0.663 0.62 ]]",0.0,0.9,1,0
305,306,2,"[0.235, 0.245]",1,1,1,0.245,"[[0.31  0.543]
 [0.026 0.223]
 [0.663 0.62 ]]",0.0,0.9,1,0
306,307,1,"[0.365, 0.355]",1,1,0,0.365,"[[0.31  0.543]
 [0.026 0.243]
 [0.663 0.62 ]]",0.0,0.9,1,0
307,308,2,"[0.065, 0.055]",1,1,1,0.065,"[[0.31  0.383]
 [0.026 0.243]
 [0.663 0.62 ]]",0.0,0.9,1,0
308,309,1,"[0.565, 0.575]",1,1,0,0.575,"[[0.31  0.383]
 [0.026 0.083]
 [0.663 0.62 ]]",0.0,0.9,1,0
309,310,2,"[0.275, 0.265]",1,1,1,0.275,"[[0.31  0.556]
 [0.026 0.083]
 [0.663 0.62 ]]",0.0,0.9,1,0
310,311,1,"[0.345, 0.355]",1,1,0,0.355,"[[0.31  0.556]
 [0.026 0.256]
 [0.663 0.62 ]]",0.0,0.9,1,0
311,312,2,"[0.055, 0.045]",1,1,1,0.055,"[[0.31  0.375]
 [0.026 0.256]
 [0.663 0.62 ]]",0.0,0.9,1,0
312,313,1,"[0.505, 0.495]",1,1,0,0.505,"[[0.31  0.375]
 [0.026 0.075]
 [0.663 0.62 ]]",0.0,0.9,1,0
313,314,2,"[0.205, 0.195]",1,1,1,0.205,"[[0.31  0.492]
 [0.026 0.075]
 [0.663 0.62 ]]",0.0,0.9,1,0
314,315,1,"[0.635, 0.625]",1,1,0,0.635,"[[0.31  0.492]
 [0.026 0.192]
 [0.663 0.62 ]]",0.0,0.9,1,0
315,316,2,"[0.325, 0.335]",1,1,1,0.335,"[[0.31  0.621]
 [0.026 0.192]
 [0.663 0.62 ]]",0.0,0.9,1,0
316,317,1,"[0.635, 0.645]",1,1,0,0.645,"[[0.31  0.621]
 [0.026 0.321]
 [0.663 0.62 ]]",0.0,0.9,1,0
317,318,2,"[0.335, 0.345]",1,1,1,0.345,"[[0.31  0.643]
 [0.026 0.321]
 [0.663 0.62 ]]",0.0,0.9,1,0
318,319,1,"[0.435, 0.425]",1,1,0,0.435,"[[0.31  0.643]
 [0.026 0.343]
 [0.663 0.62 ]]",0.0,0.9,1,0
319,320,2,"[0.125, 0.135]",1,1,1,0.135,"[[0.31  0.456]
 [0.026 0.343]
 [0.663 0.62 ]]",0.0,0.9,1,0
320,321,1,"[0.605, 0.595]",1,1,0,0.605,"[[0.31  0.456]
 [0.026 0.156]
 [0.663 0.62 ]]",0.0,0.9,1,0
321,322,2,"[0.305, 0.295]",1,1,1,0.305,"[[0.31  0.59 ]
 [0.026 0.156]
 [0.663 0.62 ]]",0.0,0.9,1,0
322,323,1,"[0.655, 0.665]",1,1,0,0.665,"[[0.31  0.59 ]
 [0.026 0.29 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
323,324,2,"[0.355, 0.365]",1,1,1,0.365,"[[0.31  0.658]
 [0.026 0.29 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
324,325,1,"[0.615, 0.605]",1,1,0,0.615,"[[0.31  0.658]
 [0.026 0.358]
 [0.663 0.62 ]]",0.0,0.9,1,0
325,326,2,"[0.305, 0.315]",1,1,1,0.315,"[[0.31  0.619]
 [0.026 0.358]
 [0.663 0.62 ]]",0.0,0.9,1,0
326,327,1,"[0.645, 0.635]",1,1,0,0.645,"[[0.31  0.619]
 [0.026 0.319]
 [0.663 0.62 ]]",0.0,0.9,1,0
327,328,2,"[0.345, 0.335]",1,1,1,0.345,"[[0.31  0.642]
 [0.026 0.319]
 [0.663 0.62 ]]",0.0,0.9,1,0
328,329,1,"[0.435, 0.445]",1,1,0,0.445,"[[0.31  0.642]
 [0.026 0.342]
 [0.663 0.62 ]]",0.0,0.9,1,0
329,330,2,"[0.135, 0.145]",1,1,1,0.145,"[[0.31  0.465]
 [0.026 0.342]
 [0.663 0.62 ]]",0.0,0.9,1,0
330,331,1,"[0.655, 0.645]",1,1,0,0.655,"[[0.31  0.465]
 [0.026 0.165]
 [0.663 0.62 ]]",0.0,0.9,1,0
331,332,2,"[0.355, 0.345]",1,1,1,0.355,"[[0.31  0.636]
 [0.026 0.165]
 [0.663 0.62 ]]",0.0,0.9,1,0
332,333,1,"[0.315, 0.305]",1,1,0,0.315,"[[0.31  0.636]
 [0.026 0.336]
 [0.663 0.62 ]]",0.0,0.9,1,0
333,334,2,"[0.015, 0.005]",1,1,1,0.015,"[[0.31  0.347]
 [0.026 0.336]
 [0.663 0.62 ]]",0.0,0.9,1,0
334,335,1,"[0.665, 0.655]",1,1,0,0.665,"[[0.31  0.347]
 [0.026 0.047]
 [0.663 0.62 ]]",0.0,0.9,1,0
335,336,2,"[0.355, 0.365]",1,1,1,0.365,"[[0.31  0.633]
 [0.026 0.047]
 [0.663 0.62 ]]",0.0,0.9,1,0
336,337,1,"[0.535, 0.525]",1,1,0,0.535,"[[0.31  0.633]
 [0.026 0.333]
 [0.663 0.62 ]]",0.0,0.9,1,0
337,338,2,"[0.235, 0.225]",1,1,1,0.235,"[[0.31  0.545]
 [0.026 0.333]
 [0.663 0.62 ]]",0.0,0.9,1,0
338,339,1,"[0.575, 0.585]",1,1,0,0.585,"[[0.31  0.545]
 [0.026 0.245]
 [0.663 0.62 ]]",0.0,0.9,1,0
339,340,2,"[0.275, 0.285]",1,1,1,0.285,"[[0.31  0.581]
 [0.026 0.245]
 [0.663 0.62 ]]",0.0,0.9,1,0
340,341,1,"[0.375, 0.385]",1,1,0,0.385,"[[0.31  0.581]
 [0.026 0.281]
 [0.663 0.62 ]]",0.0,0.9,1,0
341,342,2,"[0.075, 0.085]",1,1,1,0.085,"[[0.31  0.405]
 [0.026 0.281]
 [0.663 0.62 ]]",0.0,0.9,1,0
342,343,1,"[0.415, 0.405]",1,1,0,0.415,"[[0.31  0.405]
 [0.026 0.105]
 [0.663 0.62 ]]",0.0,0.9,1,0
343,344,2,"[0.105, 0.115]",1,1,1,0.115,"[[0.31  0.414]
 [0.026 0.105]
 [0.663 0.62 ]]",0.0,0.9,1,0
344,345,1,"[0.575, 0.565]",1,1,0,0.575,"[[0.31  0.414]
 [0.026 0.114]
 [0.663 0.62 ]]",0.0,0.9,1,0
345,346,2,"[0.265, 0.275]",1,1,1,0.275,"[[0.31  0.559]
 [0.026 0.114]
 [0.663 0.62 ]]",0.0,0.9,1,0
346,347,1,"[0.345, 0.355]",1,1,0,0.355,"[[0.31  0.559]
 [0.026 0.259]
 [0.663 0.62 ]]",0.0,0.9,1,0
347,348,2,"[0.055, 0.045]",1,1,1,0.055,"[[0.31  0.375]
 [0.026 0.259]
 [0.663 0.62 ]]",0.0,0.9,1,0
348,349,1,"[0.445, 0.435]",1,1,0,0.445,"[[0.31  0.375]
 [0.026 0.075]
 [0.663 0.62 ]]",0.0,0.9,1,0
349,350,2,"[0.135, 0.145]",1,1,1,0.145,"[[0.31  0.438]
 [0.026 0.075]
 [0.663 0.62 ]]",0.0,0.9,1,0
350,351,1,"[0.545, 0.535]",1,1,0,0.545,"[[0.31  0.438]
 [0.026 0.138]
 [0.663 0.62 ]]",0.0,0.9,1,0
351,352,2,"[0.245, 0.235]",1,1,1,0.245,"[[0.31  0.534]
 [0.026 0.138]
 [0.663 0.62 ]]",0.0,0.9,1,0
352,353,1,"[0.565, 0.555]",1,1,0,0.565,"[[0.31  0.534]
 [0.026 0.234]
 [0.663 0.62 ]]",0.0,0.9,1,0
353,354,2,"[0.255, 0.265]",1,1,1,0.265,"[[0.31  0.562]
 [0.026 0.234]
 [0.663 0.62 ]]",0.0,0.9,1,0
354,355,1,"[0.605, 0.615]",1,1,0,0.615,"[[0.31  0.562]
 [0.026 0.262]
 [0.663 0.62 ]]",0.0,0.9,1,0
355,356,2,"[0.315, 0.305]",1,1,1,0.315,"[[0.31  0.61 ]
 [0.026 0.262]
 [0.663 0.62 ]]",0.0,0.9,1,0
356,357,1,"[0.495, 0.485]",1,1,0,0.495,"[[0.31  0.61 ]
 [0.026 0.31 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
357,358,2,"[0.195, 0.185]",1,1,1,0.195,"[[0.31  0.506]
 [0.026 0.31 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
358,359,1,"[0.615, 0.625]",1,1,0,0.625,"[[0.31  0.506]
 [0.026 0.206]
 [0.663 0.62 ]]",0.0,0.9,1,0
